tier,year,predictor,coef,se,pval,n,r2,dv_label,sig
T1_no_gdp,2010,const,0.292470,0.036011,0.000000,170,0.739721,,***
T1_no_gdp,2010,gri_state_religion_norm,-0.064177,0.038365,0.094364,170,0.739721,,*
T1_no_gdp,2010,gri_religious_law_norm,0.017700,0.038048,0.641776,170,0.739721,,
T1_no_gdp,2010,gri_blasphemy_norm,-0.016551,0.019331,0.391897,170,0.739721,,
T1_no_gdp,2010,gri_apostasy_norm,-0.122017,0.032479,0.000172,170,0.739721,,***
T1_no_gdp,2010,gri_religious_courts_norm,0.041462,0.021789,0.057052,170,0.739721,,*
T1_no_gdp,2010,v2x_rule_norm,0.063532,0.048310,0.188478,170,0.739721,,
T1_no_gdp,2010,v2x_civlib_norm,0.137981,0.058894,0.019136,170,0.739721,,**
T1_no_gdp,2010,v2x_egal_norm,0.308501,0.065583,0.000003,170,0.739721,,***
T1_with_gdp,2010,const,0.291689,0.039447,0.000000,168,0.758131,,***
T1_with_gdp,2010,gri_state_religion_norm,-0.080134,0.037345,0.031892,168,0.758131,,**
T1_with_gdp,2010,gri_religious_law_norm,0.008219,0.038251,0.829872,168,0.758131,,
T1_with_gdp,2010,gri_blasphemy_norm,-0.026234,0.018766,0.162127,168,0.758131,,
T1_with_gdp,2010,gri_apostasy_norm,-0.127179,0.031812,0.000064,168,0.758131,,***
T1_with_gdp,2010,gri_religious_courts_norm,0.037478,0.021410,0.080038,168,0.758131,,*
T1_with_gdp,2010,v2x_rule_norm,0.012689,0.054544,0.816046,168,0.758131,,
T1_with_gdp,2010,v2x_civlib_norm,0.142536,0.065745,0.030159,168,0.758131,,**
T1_with_gdp,2010,v2x_egal_norm,0.268541,0.064139,0.000028,168,0.758131,,***
T1_with_gdp,2010,log_gdppc_norm,0.128395,0.045273,0.004568,168,0.758131,,***
T1_with_lo,2010,const,0.304311,0.040537,0.000000,168,0.781951,,***
T1_with_lo,2010,gri_state_religion_norm,-0.085898,0.034710,0.013334,168,0.781951,,**
T1_with_lo,2010,gri_religious_law_norm,-0.003635,0.040071,0.927725,168,0.781951,,
T1_with_lo,2010,gri_blasphemy_norm,-0.011096,0.018118,0.540257,168,0.781951,,
T1_with_lo,2010,gri_apostasy_norm,-0.116656,0.030049,0.000104,168,0.781951,,***
T1_with_lo,2010,gri_religious_courts_norm,0.036177,0.020879,0.083151,168,0.781951,,*
T1_with_lo,2010,v2x_rule_norm,0.063599,0.056913,0.263791,168,0.781951,,
T1_with_lo,2010,v2x_civlib_norm,0.149665,0.065777,0.022885,168,0.781951,,**
T1_with_lo,2010,v2x_egal_norm,0.208822,0.067002,0.001829,168,0.781951,,***
T1_with_lo,2010,log_gdppc_norm,0.086985,0.044950,0.052975,168,0.781951,,*
T1_with_lo,2010,lo_english,-0.012194,0.019137,0.523991,168,0.781951,,
T1_with_lo,2010,lo_german,0.014312,0.020161,0.477774,168,0.781951,,
T1_with_lo,2010,lo_scandinavian,0.136288,0.023861,0.000000,168,0.781951,,***
T1_with_lo,2010,lo_socialist,0.065599,0.030086,0.029228,168,0.781951,,**
T1_no_gdp,2020,const,0.405741,0.040057,0.000000,170,0.694854,,***
T1_no_gdp,2020,gri_state_religion_norm,-0.087580,0.035898,0.014701,170,0.694854,,**
T1_no_gdp,2020,gri_religious_law_norm,0.020456,0.048601,0.673831,170,0.694854,,
T1_no_gdp,2020,gri_blasphemy_norm,-0.026890,0.016961,0.112874,170,0.694854,,
T1_no_gdp,2020,gri_apostasy_norm,-0.119805,0.040281,0.002937,170,0.694854,,***
T1_no_gdp,2020,gri_religious_courts_norm,0.050933,0.022735,0.025075,170,0.694854,,**
T1_no_gdp,2020,v2x_rule_norm,0.146055,0.057714,0.011384,170,0.694854,,**
T1_no_gdp,2020,v2x_civlib_norm,0.061902,0.066453,0.351586,170,0.694854,,
T1_no_gdp,2020,v2x_egal_norm,0.241665,0.057818,0.000029,170,0.694854,,***
T1_with_gdp,2020,const,0.374045,0.043646,0.000000,166,0.692912,,***
T1_with_gdp,2020,gri_state_religion_norm,-0.087746,0.035613,0.013743,166,0.692912,,**
T1_with_gdp,2020,gri_religious_law_norm,0.044396,0.047831,0.353311,166,0.692912,,
T1_with_gdp,2020,gri_blasphemy_norm,-0.023215,0.017089,0.174313,166,0.692912,,
T1_with_gdp,2020,gri_apostasy_norm,-0.122459,0.041501,0.003170,166,0.692912,,***
T1_with_gdp,2020,gri_religious_courts_norm,0.036096,0.022754,0.112649,166,0.692912,,
T1_with_gdp,2020,v2x_rule_norm,0.101437,0.064696,0.116904,166,0.692912,,
T1_with_gdp,2020,v2x_civlib_norm,0.092868,0.074433,0.212149,166,0.692912,,
T1_with_gdp,2020,v2x_egal_norm,0.214296,0.060115,0.000364,166,0.692912,,***
T1_with_gdp,2020,log_gdppc_norm,0.094129,0.045946,0.040492,166,0.692912,,**
T1_with_lo,2020,const,0.384263,0.044332,0.000000,166,0.705775,,***
T1_with_lo,2020,gri_state_religion_norm,-0.101629,0.037617,0.006899,166,0.705775,,***
T1_with_lo,2020,gri_religious_law_norm,0.043760,0.048125,0.363189,166,0.705775,,
T1_with_lo,2020,gri_blasphemy_norm,-0.014566,0.016588,0.379907,166,0.705775,,
T1_with_lo,2020,gri_apostasy_norm,-0.118723,0.042044,0.004746,166,0.705775,,***
T1_with_lo,2020,gri_religious_courts_norm,0.034910,0.023978,0.145409,166,0.705775,,
T1_with_lo,2020,v2x_rule_norm,0.131974,0.067016,0.048921,166,0.705775,,**
T1_with_lo,2020,v2x_civlib_norm,0.094641,0.074926,0.206545,166,0.705775,,
T1_with_lo,2020,v2x_egal_norm,0.192349,0.065760,0.003444,166,0.705775,,***
T1_with_lo,2020,log_gdppc_norm,0.068712,0.047361,0.146832,166,0.705775,,
T1_with_lo,2020,lo_english,-0.031251,0.021184,0.140155,166,0.705775,,
T1_with_lo,2020,lo_german,-0.005137,0.019519,0.792401,166,0.705775,,
T1_with_lo,2020,lo_scandinavian,0.074340,0.029657,0.012189,166,0.705775,,**
T1_with_lo,2020,lo_socialist,0.014309,0.027721,0.605731,166,0.705775,,
T2_gri_only,all,const,0.625844,0.004705,0.000000,2211,0.014153,,***
T2_gri_only,all,gri_state_religion_norm,-0.015562,0.016767,0.353439,2211,0.014153,,
T2_gri_only,all,gri_religious_law_norm,-0.013377,0.008352,0.109379,2211,0.014153,,
T2_gri_only,all,gri_blasphemy_norm,-0.001757,0.004631,0.704425,2211,0.014153,,
T2_gri_only,all,gri_apostasy_norm,0.007554,0.013001,0.561295,2211,0.014153,,
T2_gri_only,all,gri_religious_courts_norm,-0.014849,0.004268,0.000514,2211,0.014153,,***
T2_gri_gdp,all,const,0.526163,0.044896,0.000000,2172,0.029069,,***
T2_gri_gdp,all,gri_state_religion_norm,-0.020874,0.016826,0.214912,2172,0.029069,,
T2_gri_gdp,all,gri_religious_law_norm,-0.012013,0.008396,0.152631,2172,0.029069,,
T2_gri_gdp,all,gri_blasphemy_norm,-0.001005,0.004620,0.827801,2172,0.029069,,
T2_gri_gdp,all,gri_apostasy_norm,0.003544,0.013473,0.792531,2172,0.029069,,
T2_gri_gdp,all,gri_religious_courts_norm,-0.014644,0.004275,0.000627,2172,0.029069,,***
T2_gri_gdp,all,log_gdppc_norm,0.221840,0.097153,0.022512,2172,0.029069,,**
T2_no_gdp,all,const,0.432503,0.023415,0.000000,2211,0.177959,,***
T2_no_gdp,all,gri_state_religion_norm,-0.011734,0.012365,0.342731,2211,0.177959,,
T2_no_gdp,all,gri_religious_law_norm,-0.002203,0.008068,0.784826,2211,0.177959,,
T2_no_gdp,all,gri_blasphemy_norm,-0.001735,0.003853,0.652580,2211,0.177959,,
T2_no_gdp,all,gri_apostasy_norm,0.011767,0.012521,0.347437,2211,0.177959,,
T2_no_gdp,all,gri_religious_courts_norm,-0.011020,0.003522,0.001782,2211,0.177959,,***
T2_no_gdp,all,v2x_rule_norm,-0.055987,0.036008,0.120139,2211,0.177959,,
T2_no_gdp,all,v2x_civlib_norm,0.132599,0.033878,0.000094,2211,0.177959,,***
T2_no_gdp,all,v2x_egal_norm,0.219644,0.045409,0.000001,2211,0.177959,,***
T2_with_gdp,all,const,0.341013,0.041987,0.000000,2172,0.189163,,***
T2_with_gdp,all,gri_state_religion_norm,-0.014335,0.012398,0.247747,2172,0.189163,,
T2_with_gdp,all,gri_religious_law_norm,-0.000666,0.008125,0.934726,2172,0.189163,,
T2_with_gdp,all,gri_blasphemy_norm,-0.001003,0.003891,0.796518,2172,0.189163,,
T2_with_gdp,all,gri_apostasy_norm,0.008976,0.012646,0.477907,2172,0.189163,,
T2_with_gdp,all,gri_religious_courts_norm,-0.010660,0.003340,0.001438,2172,0.189163,,***
T2_with_gdp,all,v2x_rule_norm,-0.061550,0.034785,0.076976,2172,0.189163,,*
T2_with_gdp,all,v2x_civlib_norm,0.131205,0.034212,0.000129,2172,0.189163,,***
T2_with_gdp,all,v2x_egal_norm,0.240473,0.043858,0.000000,2172,0.189163,,***
T2_with_gdp,all,log_gdppc_norm,0.181760,0.064661,0.004988,2172,0.189163,,***
P3_T1_political,2010,const,0.302554,0.055442,0.000000,168,0.360540,,***
P3_T1_political,2010,gri_state_religion_norm,-0.018275,0.055349,0.741258,168,0.360540,,
P3_T1_political,2010,gri_religious_law_norm,-0.111056,0.060177,0.064966,168,0.360540,,*
P3_T1_political,2010,gri_blasphemy_norm,-0.016384,0.033212,0.621789,168,0.360540,,
P3_T1_political,2010,gri_apostasy_norm,-0.061888,0.047851,0.195895,168,0.360540,,
P3_T1_political,2010,gri_religious_courts_norm,0.050559,0.031495,0.108423,168,0.360540,,
P3_T1_political,2010,v2x_rule_norm,0.048215,0.085718,0.573783,168,0.360540,,
P3_T1_political,2010,v2x_civlib_norm,0.002746,0.094821,0.976898,168,0.360540,,
P3_T1_political,2010,v2x_egal_norm,0.259884,0.104505,0.012889,168,0.360540,,**
P3_T1_political,2010,log_gdppc_norm,-0.036931,0.075200,0.623353,168,0.360540,,
P3_T1_political,2020,const,0.374810,0.067546,0.000000,166,0.276777,,***
P3_T1_political,2020,gri_state_religion_norm,-0.074224,0.066127,0.261669,166,0.276777,,
P3_T1_political,2020,gri_religious_law_norm,0.009324,0.082040,0.909515,166,0.276777,,
P3_T1_political,2020,gri_blasphemy_norm,-0.024351,0.029067,0.402169,166,0.276777,,
P3_T1_political,2020,gri_apostasy_norm,-0.089151,0.058200,0.125573,166,0.276777,,
P3_T1_political,2020,gri_religious_courts_norm,0.033854,0.038588,0.380301,166,0.276777,,
P3_T1_political,2020,v2x_rule_norm,0.140351,0.108729,0.196763,166,0.276777,,
P3_T1_political,2020,v2x_civlib_norm,-0.027977,0.118042,0.812653,166,0.276777,,
P3_T1_political,2020,v2x_egal_norm,0.187167,0.101973,0.066438,166,0.276777,,*
P3_T1_political,2020,log_gdppc_norm,-0.007229,0.081404,0.929240,166,0.276777,,
P3_T2_political,all,const,0.201978,0.079743,0.011390,2172,0.075540,,**
P3_T2_political,all,gri_state_religion_norm,-0.022882,0.020946,0.274781,2172,0.075540,,
P3_T2_political,all,gri_religious_law_norm,-0.014979,0.015659,0.338891,2172,0.075540,,
P3_T2_political,all,gri_blasphemy_norm,-0.003353,0.008101,0.678975,2172,0.075540,,
P3_T2_political,all,gri_apostasy_norm,0.016329,0.025851,0.527674,2172,0.075540,,
P3_T2_political,all,gri_religious_courts_norm,-0.022637,0.008461,0.007526,2172,0.075540,,***
P3_T2_political,all,v2x_rule_norm,-0.139815,0.063438,0.027642,2172,0.075540,,**
P3_T2_political,all,v2x_civlib_norm,0.079117,0.067576,0.241829,2172,0.075540,,
P3_T2_political,all,v2x_egal_norm,0.364004,0.088819,0.000043,2172,0.075540,,***
P3_T2_political,all,log_gdppc_norm,0.199350,0.122661,0.104278,2172,0.075540,,
P3_T1_economic,2010,const,0.518633,0.055869,0.000000,168,0.663546,,***
P3_T1_economic,2010,gri_state_religion_norm,-0.154323,0.064658,0.016998,168,0.663546,,**
P3_T1_economic,2010,gri_religious_law_norm,0.058633,0.053195,0.270363,168,0.663546,,
P3_T1_economic,2010,gri_blasphemy_norm,-0.077470,0.034111,0.023142,168,0.663546,,**
P3_T1_economic,2010,gri_apostasy_norm,-0.320916,0.062512,0.000000,168,0.663546,,***
P3_T1_economic,2010,gri_religious_courts_norm,0.034082,0.029225,0.243535,168,0.663546,,
P3_T1_economic,2010,v2x_rule_norm,0.047090,0.084317,0.576513,168,0.663546,,
P3_T1_economic,2010,v2x_civlib_norm,0.050780,0.090411,0.574350,168,0.663546,,
P3_T1_economic,2010,v2x_egal_norm,0.094721,0.076649,0.216542,168,0.663546,,
P3_T1_economic,2010,log_gdppc_norm,0.186981,0.063857,0.003410,168,0.663546,,***
P3_T1_economic,2020,const,0.584589,0.043340,0.000000,166,0.654164,,***
P3_T1_economic,2020,gri_state_religion_norm,-0.137282,0.054217,0.011339,166,0.654164,,**
P3_T1_economic,2020,gri_religious_law_norm,0.078681,0.061830,0.203187,166,0.654164,,
P3_T1_economic,2020,gri_blasphemy_norm,-0.062373,0.022192,0.004944,166,0.654164,,***
P3_T1_economic,2020,gri_apostasy_norm,-0.333550,0.058095,0.000000,166,0.654164,,***
P3_T1_economic,2020,gri_religious_courts_norm,0.020885,0.033965,0.538629,166,0.654164,,
P3_T1_economic,2020,v2x_rule_norm,0.148645,0.082212,0.070595,166,0.654164,,*
P3_T1_economic,2020,v2x_civlib_norm,0.019953,0.081374,0.806301,166,0.654164,,
P3_T1_economic,2020,v2x_egal_norm,0.078141,0.070885,0.270303,166,0.654164,,
P3_T1_economic,2020,log_gdppc_norm,0.078491,0.069195,0.256651,166,0.654164,,
P3_T2_economic,all,const,0.564657,0.057396,0.000000,2172,0.008609,,***
P3_T2_economic,all,gri_state_religion_norm,-0.013587,0.028027,0.627894,2172,0.008609,,
P3_T2_economic,all,gri_religious_law_norm,0.011179,0.013711,0.414970,2172,0.008609,,
P3_T2_economic,all,gri_blasphemy_norm,-0.004261,0.005334,0.424518,2172,0.008609,,
P3_T2_economic,all,gri_apostasy_norm,-0.005986,0.019349,0.757083,2172,0.008609,,
P3_T2_economic,all,gri_religious_courts_norm,0.005462,0.006133,0.373250,2172,0.008609,,
P3_T2_economic,all,v2x_rule_norm,-0.019985,0.038731,0.605925,2172,0.008609,,
P3_T2_economic,all,v2x_civlib_norm,0.033777,0.034196,0.323392,2172,0.008609,,
P3_T2_economic,all,v2x_egal_norm,-0.004659,0.045546,0.918535,2172,0.008609,,
P3_T2_economic,all,log_gdppc_norm,0.244087,0.120239,0.042489,2172,0.008609,,**
P3_T1_physical_safety,2010,const,0.138765,0.061031,0.022986,168,0.703579,,**
P3_T1_physical_safety,2010,gri_state_religion_norm,-0.134064,0.050382,0.007792,168,0.703579,,***
P3_T1_physical_safety,2010,gri_religious_law_norm,0.079568,0.054156,0.141769,168,0.703579,,
P3_T1_physical_safety,2010,gri_blasphemy_norm,-0.003188,0.029816,0.914849,168,0.703579,,
P3_T1_physical_safety,2010,gri_apostasy_norm,-0.013892,0.048607,0.775029,168,0.703579,,
P3_T1_physical_safety,2010,gri_religious_courts_norm,0.018023,0.034473,0.601108,168,0.703579,,
P3_T1_physical_safety,2010,v2x_rule_norm,-0.047066,0.083819,0.574447,168,0.703579,,
P3_T1_physical_safety,2010,v2x_civlib_norm,0.427740,0.096233,0.000009,168,0.703579,,***
P3_T1_physical_safety,2010,v2x_egal_norm,0.378159,0.099678,0.000148,168,0.703579,,***
P3_T1_physical_safety,2010,log_gdppc_norm,0.105548,0.069730,0.130112,168,0.703579,,
P3_T1_physical_safety,2020,const,0.180083,0.051765,0.000503,166,0.706685,,***
P3_T1_physical_safety,2020,gri_state_religion_norm,-0.045095,0.042380,0.287303,166,0.706685,,
P3_T1_physical_safety,2020,gri_religious_law_norm,-0.032338,0.050459,0.521596,166,0.706685,,
P3_T1_physical_safety,2020,gri_blasphemy_norm,0.037763,0.023976,0.115249,166,0.706685,,
P3_T1_physical_safety,2020,gri_apostasy_norm,0.018889,0.055356,0.732937,166,0.706685,,
P3_T1_physical_safety,2020,gri_religious_courts_norm,0.052066,0.040316,0.196547,166,0.706685,,
P3_T1_physical_safety,2020,v2x_rule_norm,-0.032709,0.093786,0.727269,166,0.706685,,
P3_T1_physical_safety,2020,v2x_civlib_norm,0.463249,0.091809,0.000000,166,0.706685,,***
P3_T1_physical_safety,2020,v2x_egal_norm,0.273125,0.091891,0.002956,166,0.706685,,***
P3_T1_physical_safety,2020,log_gdppc_norm,0.113863,0.062856,0.070067,166,0.706685,,*
P3_T2_physical_safety,all,const,0.244637,0.089656,0.006416,2172,0.189470,,***
P3_T2_physical_safety,all,gri_state_religion_norm,0.001972,0.017202,0.908732,2172,0.189470,,
P3_T2_physical_safety,all,gri_religious_law_norm,0.018018,0.014805,0.223731,2172,0.189470,,
P3_T2_physical_safety,all,gri_blasphemy_norm,-0.002685,0.008195,0.743226,2172,0.189470,,
P3_T2_physical_safety,all,gri_apostasy_norm,0.050225,0.018189,0.005811,2172,0.189470,,***
P3_T2_physical_safety,all,gri_religious_courts_norm,-0.004165,0.015872,0.793050,2172,0.189470,,
P3_T2_physical_safety,all,v2x_rule_norm,-0.030705,0.044985,0.494969,2172,0.189470,,
P3_T2_physical_safety,all,v2x_civlib_norm,0.394115,0.058221,0.000000,2172,0.189470,,***
P3_T2_physical_safety,all,v2x_egal_norm,0.249424,0.089458,0.005352,2172,0.189470,,***
P3_T2_physical_safety,all,log_gdppc_norm,0.077150,0.164505,0.639132,2172,0.189470,,
P3_T1_health,2010,const,0.029774,0.066423,0.653978,168,0.716466,,
P3_T1_health,2010,gri_state_religion_norm,0.051092,0.051690,0.322942,168,0.716466,,
P3_T1_health,2010,gri_religious_law_norm,0.167135,0.055473,0.002587,168,0.716466,,***
P3_T1_health,2010,gri_blasphemy_norm,-0.027596,0.027558,0.316644,168,0.716466,,
P3_T1_health,2010,gri_apostasy_norm,-0.028884,0.057463,0.615202,168,0.716466,,
P3_T1_health,2010,gri_religious_courts_norm,0.003223,0.030381,0.915502,168,0.716466,,
P3_T1_health,2010,v2x_rule_norm,-0.106977,0.095618,0.263226,168,0.716466,,
P3_T1_health,2010,v2x_civlib_norm,0.141777,0.091298,0.120447,168,0.716466,,
P3_T1_health,2010,v2x_egal_norm,0.206916,0.112730,0.066432,168,0.716466,,*
P3_T1_health,2010,log_gdppc_norm,0.800199,0.077451,0.000000,168,0.716466,,***
P3_T1_health,2020,const,0.235846,0.050155,0.000003,166,0.746183,,***
P3_T1_health,2020,gri_state_religion_norm,0.018630,0.037832,0.622408,166,0.746183,,
P3_T1_health,2020,gri_religious_law_norm,0.060974,0.046513,0.189893,166,0.746183,,
P3_T1_health,2020,gri_blasphemy_norm,0.001890,0.021816,0.930955,166,0.746183,,
P3_T1_health,2020,gri_apostasy_norm,0.012095,0.034514,0.726013,166,0.746183,,
P3_T1_health,2020,gri_religious_courts_norm,0.040001,0.029123,0.169595,166,0.746183,,
P3_T1_health,2020,v2x_rule_norm,0.069355,0.079830,0.384963,166,0.746183,,
P3_T1_health,2020,v2x_civlib_norm,0.002497,0.073522,0.972907,166,0.746183,,
P3_T1_health,2020,v2x_egal_norm,0.066572,0.075901,0.380434,166,0.746183,,
P3_T1_health,2020,log_gdppc_norm,0.685860,0.053436,0.000000,166,0.746183,,***
P3_T2_health,all,const,0.603796,0.051196,0.000000,2172,0.011834,,***
