Economy,Year,Economy Code,"Adolescent fertility rate (births per 1,000 women ages 15-19)"
Nauru,2022,NRU,78.372
Nepal,2022,NPL,68.330
Netherlands,2022,NLD,2.071
New Caledonia,2022,NCL,12.148
New Zealand,2022,NZL,10.937
Nicaragua,2022,NIC,94.053
Niger,2022,NER,146.929
Nigeria,2022,NGA,87.260
North Macedonia,2022,MKD,14.731
Northern Mariana Islands,2022,MNP,26.332
Norway,2022,NOR,1.411
Oman,2022,OMN,5.875
Pakistan,2022,PAK,42.298
Palau,2022,PLW,30.031
Panama,2022,PAN,57.772
Papua New Guinea,2022,PNG,55.029
Paraguay,2022,PRY,71.036
Peru,2022,PER,43.933
Philippines,2022,PHL,32.161
Poland,2022,POL,5.984
Portugal,2022,PRT,6.642
Puerto Rico,2022,PRI,13.956
Qatar,2022,QAT,5.630
Romania,2022,ROU,33.514
Russian Federation,2022,RUS,13.163
Rwanda,2022,RWA,31.057
Samoa,2022,WSM,43.866
San Marino,2022,SMR,1.158
Sao Tome and Principe,2022,STP,86.779
Saudi Arabia,2022,SAU,10.290
Senegal,2022,SEN,61.034
Serbia,2022,SRB,13.833
Seychelles,2022,SYC,55.385
Sierra Leone,2022,SLE,95.743
Singapore,2022,SGP,2.170
Sint Maarten (Dutch part),2022,SXM,17.063
Slovak Republic,2022,SVK,24.543
Slovenia,2022,SVN,3.525
Solomon Islands,2022,SLB,51.179
Somalia,2022,SOM,119.277
South Africa,2022,ZAF,51.707
South Sudan,2022,SSD,98.551
Spain,2022,ESP,4.776
Sri Lanka,2022,LKA,15.122
St. Kitts and Nevis,2022,KNA,35.666
St. Lucia,2022,LCA,28.551
St. Martin (French part),2022,MAF,14.656
St. Vincent and the Grenadines,2022,VCT,43.553
Sudan,2022,SDN,67.339
Suriname,2022,SUR,48.814
Sweden,2022,SWE,2.016
Switzerland,2022,CHE,1.386
Syrian Arab Republic,2022,SYR,39.720
Tajikistan,2022,TJK,42.246
Tanzania,2022,TZA,114.290
Thailand,2022,THA,26.254
Timor-Leste,2022,TLS,27.870
Togo,2022,TGO,78.269
Tonga,2022,TON,24.958
Trinidad and Tobago,2022,TTO,36.768
Tunisia,2022,TUN,4.475
Turkiye,2022,TUR,12.203
Turkmenistan,2022,TKM,22.303
Turks and Caicos Islands,2022,TCA,16.581
Tuvalu,2022,TUV,28.094
Uganda,2022,UGA,108.697
Ukraine,2022,UKR,10.271
United Arab Emirates,2022,ARE,2.879
United Kingdom,2022,GBR,8.379
United States,2022,USA,13.628
Uruguay,2022,URY,26.487
Uzbekistan,2022,UZB,34.418
Vanuatu,2022,VUT,67.185
"Venezuela, RB",2022,VEN,73.026
Vietnam,2022,VNM,34.626
Virgin Islands (U.S.),2022,VIR,31.701
West Bank and Gaza,2022,PSE,36.837
"Yemen, Rep.",2022,YEM,74.879
Zambia,2022,ZMB,117.398
Zimbabwe,2022,ZWE,99.484
