Economy,Year,Economy Code,"Maternal mortality ratio (modeled estimate, per 100,000 live births)"
Japan,2021,JPN,4.000
Jordan,2021,JOR,79.000
Kazakhstan,2021,KAZ,23.000
Kenya,2021,KEN,183.000
Kiribati,2021,KIR,122.000
"Korea, Dem. People's Rep.",2021,PRK,72.000
"Korea, Rep.",2021,KOR,5.000
Kosovo,2021,XKX,
Kuwait,2021,KWT,75.000
Kyrgyz Republic,2021,KGZ,70.000
Lao PDR,2021,LAO,139.000
Latvia,2021,LVA,42.000
Lebanon,2021,LBN,54.000
Lesotho,2021,LSO,577.000
Liberia,2021,LBR,667.000
Libya,2021,LBY,98.000
Liechtenstein,2021,LIE,
Lithuania,2021,LTU,9.000
Luxembourg,2021,LUX,6.000
"Macao SAR, China",2021,MAC,
Madagascar,2021,MDG,467.000
Malawi,2021,MWI,286.000
Malaysia,2021,MYS,52.000
Maldives,2021,MDV,60.000
Mali,2021,MLI,415.000
Malta,2021,MLT,10.000
Marshall Islands,2021,MHL,206.000
Mauritania,2021,MRT,425.000
Mauritius,2021,MUS,80.000
Mexico,2021,MEX,104.000
"Micronesia, Fed. Sts.",2021,FSM,155.000
Moldova,2021,MDA,24.000
Monaco,2021,MCO,5.000
Mongolia,2021,MNG,63.000
Montenegro,2021,MNE,15.000
Morocco,2021,MAR,92.000
Mozambique,2021,MOZ,180.000
Myanmar,2021,MMR,231.000
Namibia,2021,NAM,254.000
Nauru,2021,NRU,266.000
Nepal,2021,NPL,173.000
Netherlands,2021,NLD,5.000
New Caledonia,2021,NCL,
New Zealand,2021,NZL,8.000
Nicaragua,2021,NIC,124.000
Niger,2021,NER,396.000
Nigeria,2021,NGA,1046.000
North Macedonia,2021,MKD,12.000
Northern Mariana Islands,2021,MNP,
Norway,2021,NOR,2.000
Oman,2021,OMN,74.000
Pakistan,2021,PAK,193.000
Palau,2021,PLW,109.000
Panama,2021,PAN,59.000
Papua New Guinea,2021,PNG,223.000
Paraguay,2021,PRY,140.000
Peru,2021,PER,141.000
Philippines,2021,PHL,153.000
Poland,2021,POL,2.000
Portugal,2021,PRT,19.000
Puerto Rico,2021,PRI,50.000
Qatar,2021,QAT,7.000
Romania,2021,ROU,20.000
Russian Federation,2021,RUS,21.000
Rwanda,2021,RWA,254.000
Samoa,2021,WSM,115.000
San Marino,2021,SMR,35.000
Sao Tome and Principe,2021,STP,98.000
Saudi Arabia,2021,SAU,12.000
Senegal,2021,SEN,263.000
Serbia,2021,SRB,26.000
Seychelles,2021,SYC,74.000
Sierra Leone,2021,SLE,403.000
Singapore,2021,SGP,20.000
Sint Maarten (Dutch part),2021,SXM,
Slovak Republic,2021,SVK,12.000
Slovenia,2021,SVN,8.000
Solomon Islands,2021,SLB,153.000
Somalia,2021,SOM,726.000
South Africa,2021,ZAF,191.000
South Sudan,2021,SSD,749.000
Spain,2021,ESP,4.000
Sri Lanka,2021,LKA,34.000
St. Kitts and Nevis,2021,KNA,111.000
St. Lucia,2021,LCA,94.000
St. Martin (French part),2021,MAF,
St. Vincent and the Grenadines,2021,VCT,105.000
Sudan,2021,SDN,305.000
Suriname,2021,SUR,144.000
Sweden,2021,SWE,5.000
Switzerland,2021,CHE,4.000
Syrian Arab Republic,2021,SYR,30.000
Tajikistan,2021,TJK,25.000
Tanzania,2021,TZA,162.000
Thailand,2021,THA,38.000
Timor-Leste,2021,TLS,263.000
Togo,2021,TGO,397.000
Tonga,2021,TON,76.000
Trinidad and Tobago,2021,TTO,54.000
Tunisia,2021,TUN,65.000
Turkiye,2021,TUR,20.000
Turkmenistan,2021,TKM,6.000
Turks and Caicos Islands,2021,TCA,
Tuvalu,2021,TUV,157.000
Uganda,2021,UGA,216.000
Ukraine,2021,UKR,26.000
United Arab Emirates,2021,ARE,6.000
United Kingdom,2021,GBR,13.000
United States,2021,USA,31.000
Uruguay,2021,URY,49.000
Uzbekistan,2021,UZB,28.000
Vanuatu,2021,VUT,124.000
"Venezuela, RB",2021,VEN,251.000
Vietnam,2021,VNM,52.000
Virgin Islands (U.S.),2021,VIR,
West Bank and Gaza,2021,PSE,29.000
"Yemen, Rep.",2021,YEM,156.000
Zambia,2021,ZMB,140.000
Zimbabwe,2021,ZWE,446.000
